연번,구직등록일,연령,희망지역,희망직종,희망임금,장애유형,중증여부,기관분류
18497,2022-07-11,41,경기 화성시,심리상담 전문가,(시급)9160,지체장애,중증,공단
18498,2022-07-11,65,경기 안산시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(월급)950000,뇌병변장애,경증,공단
18499,2022-07-11,23,경기 광명시,사무 보조원(공공기관),(시급)9160,뇌병변장애,경증,공단
18500,2022-07-11,62,울산 북구,주입·포장·상표부착기 등 기타 기계 조작원,(시급)9160,지체장애,경증,공단
18501,2022-07-11,28,경기 안성시,음료 조리사(바리스타 포함),(월급)2100000,청각장애,중증,공단
18502,2022-07-11,64,울산 중구,기계·금속 분야 단순 종사원,(월급)2000000,신장장애,중증,공단
18503,2022-07-11,66,서울 성북구,주차 관리·안내원,(월급)2000000,청각장애,경증,공단
18504,2022-07-11,57,경남 창원시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,청각장애,중증,공단
18505,2022-07-11,29,서울 영등포구,사무 보조원(공공기관),(시급)9160,국가유공,경증,공단
18506,2022-07-11,60,서울 중구,환경 미화원,(월급)2000000,시각장애,중증,공단
18507,2022-07-11,52,대구 수성구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,정신장애,중증,공단
18508,2022-07-11,52,대구 수성구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,정신장애,중증,공단
18509,2022-07-11,52,경남 김해시,주방 보조원(일반 음식점),(시급)9160,지체장애,경증,공단
18510,2022-07-11,22,부산 해운대구,사무 보조원(일반사업체),(시급)9160,지적장애,중증,공단
18511,2022-07-11,68,서울 동대문구,배송·납품 운전원(납품영업 포함),(월급)2000000,시각장애,경증,공단
18512,2022-07-11,23,경기 성남시 분당구,매장 정리원(매장 보조원),(시급)9160,자폐성장애,중증,공단
18513,2022-07-11,41,충북 청주시,일반 음식점 서빙원,(시급)9160,지적장애,중증,공단
18514,2022-07-11,29,서울 서대문구,사무 보조원(일반사업체),(시급)9160,시각장애,중증,공단
18515,2022-07-11,21,경기 하남시,매장 정리원(매장 보조원),(시급)9160,자폐성장애,중증,공단
18516,2022-07-11,24,서울 마포구,사무 보조원(일반사업체),(시급)9160,지적장애,중증,공단
18517,2022-07-11,42,서울 종로구,사무 보조원(일반사업체),(시급)9160,지적장애,중증,공단
18518,2022-07-11,20,경기 남양주시,매장 정리원(매장 보조원),(시급)9160,지적장애,중증,공단
18519,2022-07-11,19,서울 성동구,매장 정리원(매장 보조원),(시급)9160,지적장애,중증,공단
18520,2022-07-11,22,경기 광주시,매장 정리원(매장 보조원),(시급)9160,지적장애,중증,공단
18521,2022-07-11,18,경기 성남시,네일 아티스트(손톱 관리사),(시급)9160,지적장애,중증,공단
18522,2022-07-11,23,서울 동작구,음료 조리사(바리스타 포함),(시급)9160,시각장애,경증,공단
18523,2022-07-11,27,서울 강남구,제과·제빵원,(월급)1000000,지적장애,중증,공단
18524,2022-07-11,47,전남 순천시,환경·청소 관리자,(연봉)28000000,지체장애,경증,공단
18525,2022-07-11,27,인천 연수구,사무 보조원(공공기관),(시급)9160,지체장애,경증,공단
18526,2022-07-11,28,인천 연수구,사무 보조원(공공기관),(시급)9160,언어장애,경증,공단
18527,2022-07-11,21,울산 남구,사무 보조원(공공기관),(월급)2000000,지적장애,중증,공단
18528,2022-07-11,44,경기 시흥시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,청각장애,경증,공단
18529,2022-07-11,27,서울 양천구,간호조무사(요양병원 제외),(시급)9160,정신장애,중증,공단
18530,2022-07-11,46,서울 관악구,제과·제빵원,(월급)3000000,시각장애,경증,공단
18531,2022-07-11,60,서울 구로구,택시 운전원,(시급)9160,지체장애,경증,공단
18532,2022-07-11,52,충남 천안시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(월급)1800000,지적장애,중증,공단
18533,2022-07-11,51,경남 밀양시,기계·금속 분야 단순 종사원,(시급)9160,지적장애,중증,공단
18534,2022-07-11,58,부산 부산진구,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",(시급)9160,지체장애,경증,공단
18535,2022-07-11,52,경남 진주시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
18536,2022-07-11,46,경기 성남시,제조 단순 종사원,(시급)9160,지적장애,중증,공단
18537,2022-07-12,52,경기 평택시,전자 부품·제품 생산기계 조작원,(시급)8720,시각장애,경증,공단
18538,2022-07-12,41,경기 시흥시,물류 사무원(물류 관리사),(시급)9160,지적장애,중증,공단
18539,2022-07-12,38,경남 거제시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
18540,2022-07-12,42,인천 남동구,조경 기술자,(시급)9160,지체장애,경증,공단
18541,2022-07-12,49,경기 안산시 상록구,사무 보조원(공공기관),(시급)9160,시각장애,경증,공단
18542,2022-07-12,27,서울 영등포구,안마사,(시급)9160,시각장애,중증,공단
18543,2022-07-12,43,충북 청주시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,정신장애,중증,공단
18544,2022-07-12,63,경남 양산시,기계·금속 분야 단순 종사원,(월급)2000000,지체장애,경증,공단
18545,2022-07-12,33,대구광역시,제조 단순 종사원,(월급)1920000,지적장애,중증,공단
18546,2022-07-12,56,울산 울주군,환경 미화원,(시급)9160,지체장애,경증,공단
18547,2022-07-12,31,경기 고양시,"교육연수기관 및 기업체내 강사(리더십, 서비스마인드 등)",(시급)9160,시각장애,중증,공단
18548,2022-07-12,50,대전 동구,환경 미화원,(시급)9160,정신장애,중증,공단
18549,2022-07-12,60,서울 동대문구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,지체장애,경증,공단
18550,2022-07-12,51,경남 밀양시,주입·포장·상표부착기 등 기타 기계 조작원,(시급)9160,시각장애,경증,공단
18551,2022-07-12,58,인천 부평구,의료 보조원,(시급)9160,청각장애,경증,공단
18552,2022-07-12,28,서울 강서구,매장 정리원(매장 보조원),(시급)9500,지적장애,중증,공단
18553,2022-07-12,51,경기 광주시,콜센터 상담원(콜센터·고객센터·CS센터),(월급)1920000,지체장애,중증,공단
18554,2022-07-12,29,경기 안양시,사무 보조원(공공기관),(시급)9160,지적장애,중증,공단
18555,2022-07-12,30,경기 안산시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(월급)1900000,지적장애,중증,공단
18556,2022-07-12,28,충남 천안시,전자 부품·제품 생산기계 조작원,(시급)9160,지적장애,중증,공단
18557,2022-07-12,29,인천 강화군,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
18558,2022-07-12,39,서울 영등포구,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지적장애,중증,공단
18559,2022-07-12,26,서울 성동구,매장 정리원(매장 보조원),(시급)9160,지적장애,중증,공단
18560,2022-07-12,60,경기 남양주시,사무 보조원(공공기관),(월급)1990000,정신장애,중증,공단
18561,2022-07-12,52,경기 파주시,"교육연수기관 및 기업체내 강사(리더십, 서비스마인드 등)",(시급)9160,시각장애,중증,공단
18562,2022-07-12,30,서울 강남구,"교육연수기관 및 기업체내 강사(리더십, 서비스마인드 등)",(시급)9160,시각장애,중증,공단
18563,2022-07-12,51,서울 은평구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(월급)1920000,청각장애,경증,공단
18564,2022-07-12,27,경남 거제시,제조 단순 종사원,(월급)2800000,자폐성장애,중증,공단
18565,2022-07-12,27,서울 동대문구,"기타 판매 단순 종사원(전단지배포, 벽보원, 물품 보관원)",(시급)9160,지적장애,중증,공단
18566,2022-07-12,27,경남 진해시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
18567,2022-07-12,29,서울 중구,사무 보조원(공공기관),(시급)9160,청각장애,중증,공단
18568,2022-07-12,22,서울 광진구,음료 조리사(바리스타 포함),(시급)9160,지적장애,중증,공단
18569,2022-07-12,22,제주 서귀포시,시설 요양보호사(노인요양사),(시급)9160,지적장애,중증,공단
18570,2022-07-12,66,울산 남구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,지체장애,경증,공단
18571,2022-07-12,25,서울 강북구,사무 보조원(공공기관),(시급)9160,지적장애,중증,공단
18572,2022-07-12,24,전남 여수시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지적장애,중증,공단
18573,2022-07-12,24,전남 여수시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지적장애,중증,공단
18574,2022-07-12,51,경기 용인시 기흥구,환경 미화원,(월급)1914440,지체장애,경증,공단
18575,2022-07-12,54,경남 창원시 마산회원구,안마사,(시급)9160,시각장애,중증,공단
18576,2022-07-12,21,광주 남구,사무 보조원(공공기관),(시급)9160,지적장애,중증,공단
18577,2022-07-12,21,경남 창원시 마산합포구,사무 보조원(일반사업체),(시급)9160,지적장애,중증,공단
18578,2022-07-12,23,인천 강화군,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
18579,2022-07-12,63,전북 익산시,외장 목공(목조주택 건립),(시급)8720,지체장애,중증,공단
18580,2022-07-12,59,경남 창원시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지체장애,경증,공단
18581,2022-07-12,22,경남 양산시,직업 운동선수,(시급)9160,자폐성장애,중증,공단
18582,2022-07-12,25,울산 남구,사무 보조원(공공기관),(시급)9160,뇌병변장애,중증,공단
18583,2022-07-12,58,경남 창원시,음료 조리사(바리스타 포함),(시급)9160,지체장애,경증,공단
18584,2022-07-12,23,강원 강릉시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,지적장애,중증,공단
18585,2022-07-12,22,경북 포항시 북구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
18586,2022-07-12,57,대구 서구,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",(시급)9160,뇌병변장애,경증,공단
18587,2022-07-12,21,서울 구로구,사무 보조원(일반사업체),(시급)9160,자폐성장애,중증,공단
18588,2022-07-12,22,서울 영등포구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
18589,2022-07-12,20,서울 양천구,사무 보조원(일반사업체),(시급)9160,지적장애,중증,공단
18590,2022-07-12,20,서울 양천구,음료 조리사(바리스타 포함),(시급)9160,자폐성장애,중증,공단
18591,2022-07-12,21,서울 양천구,사무 보조원(일반사업체),(시급)9160,지적장애,중증,공단
18592,2022-07-12,21,경남 양산시,직업 운동선수,(시급)9160,지적장애,중증,공단
18593,2022-07-12,22,세종특별자치시,사무 보조원(공공기관),(시급)9160,뇌병변장애,중증,공단
18594,2022-07-12,21,대구 북구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
18595,2022-07-12,41,부산 부산진구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
18596,2022-07-12,58,경남 거제시,한식 조리사(일반 음식점),(시급)9160,지체장애,경증,공단
18597,2022-07-12,22,인천 옹진군,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
18598,2022-07-12,20,경기 화성시,포장(패키지)디자이너,(시급)9160,지적장애,중증,공단
18599,2022-07-12,26,울산 중구,사무 보조원(공공기관),(시급)8720,청각장애,중증,공단
18600,2022-07-12,62,경남 창원시 진해구,안마사,(시급)9160,시각장애,중증,공단
18601,2022-07-12,21,경남 양산시,직업 운동선수,(시급)9160,지적장애,중증,공단
18602,2022-07-12,20,경기 의정부시,의료기기·장비 설치·수리원,(시급)9160,지적장애,중증,공단
18603,2022-07-12,24,울산 남구,공공행정 사무원,(시급)9160,뇌병변장애,경증,공단
18604,2022-07-12,58,경남 양산시,기계·금속 분야 단순 종사원,(시급)9160,뇌병변장애,중증,공단
18605,2022-07-12,54,경기 용인시,"굴착기(굴삭기,포클레인) 운전원",(시급)9160,지체장애,경증,공단
18606,2022-07-12,19,경기 의정부시,의료기기·장비 설치·수리원,(시급)9160,지적장애,중증,공단
18607,2022-07-12,31,서울 성동구,총무 및 일반 사무원,(연봉)36000000,뇌전증장애,경증,공단
18608,2022-07-12,60,제주 제주시,기타 식품가공 종사원,(시급)9160,뇌병변장애,경증,공단
18609,2022-07-12,19,경기 의정부시,의료기기·장비 설치·수리원,(시급)9160,지적장애,중증,공단
18610,2022-07-12,55,경남 창원시 마산회원구,음료 조리사(바리스타 포함),(시급)9160,정신장애,중증,공단
18611,2022-07-12,62,경남 통영시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,지체장애,중증,공단
18612,2022-07-12,69,인천 미추홀구,공예원,(시급)9160,시각장애,경증,공단
18613,2022-07-12,58,경기 의정부시,"건축 배관공(옥내급수관,상하수배관,위생 배관)",(시급)9160,신장장애,경증,공단
18614,2022-07-12,27,경남 창원시,음료 조리사(바리스타 포함),(월급)1500000,지체장애,중증,공단
18615,2022-07-12,25,서울 용산구,사무 보조원(일반사업체),(시급)9160,지적장애,중증,공단
